inchi_key,rdkit_smiles,PIC50
AYZRIKBBHZCKTA-UHFFFAOYSA-N,O=Cc1cc2cn(S(=O)(=O)c3cccc4ccccc34)c3cccc(o1)c23,5.29
KAXPLEDCXIAJCF-UHFFFAOYSA-N,COc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4n3)CC2)c1,6.0
NABHHUMHJIHHIX-KRWDZBQOSA-N,O=C(NCC[C@H](O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,6.109914302903186
ZUBZEOWJXKKPSY-GHTZIAJQSA-N,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cncnc1,6.041672833866111
JJEJCAOIJWQBMJ-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2cccs2)cc1,6.078573571312706
REVIOUORWMQFEZ-FMQUCBEESA-N,O=C(/C=C/c1ccccc1)NCCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1,6.792114707989382
NUHXXOFRYNFFKK-UHFFFAOYSA-N,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,8.730243527891039
ZIZAIKAHKYFFQP-UHFFFAOYSA-N,CC(C)COC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,5.28
SFLSHLFXELFNJZ-UHFFFAOYSA-N,NCC(O)c1ccc(O)c(O)c1,5.204691342466001
WBEWCMPWKAJVJV-UHFFFAOYSA-N,O=C1COc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2Cl)CC1,6.56
IXQUACGJMOXDCP-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(SC)cc3)nn2)CC1,7.577559181684466
MNNMWEOINNJPCF-HSZRJFAPSA-N,COc1cccc2c1CC[C@@H](N(Cc1ccccc1)Cc1ccccc1)C2,5.301029995663981
LIBNJNRMHRQQCZ-UHFFFAOYSA-N,Cc1ccc2c(c1)C(NC1CC3CCC(C1)N3Cc1ccccc1)=Nc1cccnc1N2,6.83
KOVWVLQCLMBFRE-UHFFFAOYSA-N,Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5c4CCCC5)CC3)cc12,8.580039999999999
SEGYWWXDIPIQNQ-XRPSMJEVSA-N,CN1C[C@H](C(=O)N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N2CCCC(C(N)=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,7.699485002168009
DKXYPAWNMBQJBN-SFHVURJKSA-N,O=C1C[C@@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1,5.043091253485468
JCGBUUHLRXHEQS-WGSAOQKQSA-N,CN(C(=O)c1cccs1)[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.78
LDQVCKQENSZRBU-UHFFFAOYSA-N,CC1(c2ccc(O)cc2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O,5.0
RFRIYEZLKPZDGU-UHFFFAOYSA-N,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(C#Cc2ccccc2)c1,6.659594910592412
OMQYELRKBALQJF-GXTWGEPZSA-N,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@@H]21,7.130256093423008
OBGOWZOSTXHAGD-UHFFFAOYSA-N,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(I)ccc2o1,6.078563594350084
MGOGLRASNXTNEH-BUHFOSPRSA-N,COc1ccccc1/C=C/C(=O)NCCCCN1CCN(c2ccccc2OC)CC1,7.851290654773918
CKHOQPUJWGPAII-UHFFFAOYSA-N,Cc1ccc2c(c1)Sc1ccccc1N2CC1CCCN(C)C1,5.6
HMTJKRFRBLRBNL-BVAGGSTKSA-N,CC(=O)c1ccc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)cc1,6.35
JFAGEIIMBOIGHW-UHFFFAOYSA-N,O=S(=O)(c1ccccc1-c1cccc2cccnc12)N1CCC(CCc2ccc(F)cc2F)CC1,6.0
QEYDMNFIIPJGKU-MRXNPFEDSA-N,CCCN(Cc1cccs1)[C@@H]1CCc2c(cccc2OC)C1,6.702992785642024
XDFFHOCWALNYAJ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,7.027744153631335
HLDNXAAXZRBYJW-UHFFFAOYSA-N,CCCN(CCC)C1CCc2cc(CCc3ccc(O)cc3)ccc2C1,6.499998465974152
UGPOUXCBUMYZLN-VAWYXSNFSA-N,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2cccc3c2OCO3)CC1,8.098970004336019
PIKIDBPDYRQPFX-UHFFFAOYSA-N,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccc(F)c(F)c3)CC2)CC1,7.145633753203512
FASYQPOSAUOTDU-UHFFFAOYSA-N,N#CC(C#N)=Cc1cc(CN2CCN(c3ccccc3)CC2)c[nH]1,5.917303942649741
ARLXFWKBKURRSU-UHFFFAOYSA-N,Cc1cccc(N2CCN(CCCC(=O)N=CC3Nc4ccccc4C(=O)N3c3ccccc3)CC2)c1C,5.16
ZQZUTJSBLPRYPL-XBTDCMMSSA-N,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-c2ccccc2)cc1,5.95
NBZYCPZRCDIPCI-UHFFFAOYSA-N,CC(Nc1nccc(NCCOc2ccc(F)cc2)n1)c1ccccc1,6.0
UGKBAMPEXOAPEC-UHFFFAOYSA-N,Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)c1,7.358849107837938
ZYBLSQVXWVJACW-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(OCCCN3CCN(c4ccccc4)CC3)ccc12,7.933309279559442
ZDZWIQDJFWTDAM-NQIIRXRSSA-N,CC(=O)Nc1ccc(CCN2C[C@@H]3c4cc(C#N)ccc4OC[C@H]3C2)cc1,7.500019067201903
CYBHGHQYVGGXRB-BDYUSTAISA-N,O=C(NCCCCN1CC[C@H]2c3cccc(O)c3CC[C@@H]21)c1ccc(-c2ccccc2)cc1,7.199985320377933
USIWFTPEBGPOSA-MEMLXQNLSA-N,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,7.08
UIWGASRGCHQVHR-FKBYEOEOSA-N,O=C(C[C@@H]1CCCOC1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.86
YMUDLHBKUTXRGL-UHFFFAOYSA-N,O=Cc1cnn2ccc(-n3cc(CCCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12,7.12525928468596
DDTWBIZZIUFKMT-UHFFFAOYSA-N,Oc1c2ccccc2cn1CCCCN1CCN(c2ccc(Cl)cc2)CC1,6.12
KMVQZDOEGJZFKZ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCN2C(=O)C=C(c3ccccc3)C2=O)CC1,6.480495353374036
RYARMHWUXSXRLV-FQEVSTJZSA-N,O=C(N[C@H]1CCN(Cc2ccc(Cl)cc2)C1)c1cccc(-c2cccs2)c1,6.639424054660803
JBQOQPITCJDIJI-UHFFFAOYSA-N,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccccc3OC)cc21,5.350334999999999
RVBDWZKWSXQLMF-NVXWUHKLSA-N,CNc1cc(OC)c(C(=O)NC[C@@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,7.850473661442964
WCHWFNCOZFCZSO-UHFFFAOYSA-N,Fc1ccc(-c2cncc(CN3CCN(c4ccccn4)CC3)c2)cc1,7.22
FPHFICIJDHPAHE-OALUTQOASA-N,CCC[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,6.182730027414089
MKIYNFAWYNPOJY-UHFFFAOYSA-N,CC1Cc2ccccc2N1C(=O)CN1CCN(CCc2ccc(Cl)cc2)CC1,5.280029645267222
OGAUNANMKAMDND-UHFFFAOYSA-N,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1Cc2ccccc2C1,7.031012350482023
BPZSYCZIITTYBL-YJYMSZOUSA-N,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,4.886056647693163
OTPPYWCIUOIPCN-UHFFFAOYSA-N,c1ccc2c(N3CCN(CCc4ccc5nc[nH]c5c4)CC3)cccc2c1,8.779890955979972
LUZRJRNZXALNLM-JGRZULCMSA-N,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.52956942964702
XTHUIXNTYMTWQC-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCOc2ccc3[nH]c(O)nc3c2)CC1,8.89
VQBXPTGVNAAIHI-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCNC(=O)c2cccc(F)n2)CC1,6.523827776783537
OPXZUCQAQHHXSZ-UHFFFAOYSA-N,COc1cccc(CCCCN2CCN(Cc3cc4ccccc4o3)CC2)c1,6.3183848794518624
GCISKOCCNUBHDG-UHFFFAOYSA-N,Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)c1,8.060320249127129
XXUFEWRZIVVBQU-UHFFFAOYSA-N,CCN1C(=O)c2ccccc2S(=O)(=O)c2ccc(C(=O)NCc3ccc(OC)cc3)cc21,6.4521
UXAHKDYRRLVTBS-SJLPKXTDSA-N,Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1Cl,6.855
ORHJUTONXWXCOS-UHFFFAOYSA-N,Cc1ccc(OCCNCCCOc2ccc(F)cc2)cc1,6.409636303825468
MVSPKSXZRIYQCT-UHFFFAOYSA-N,COc1ccc2onc(N3CCN(CCCCNC(=O)c4cc5cccc(OC)c5o4)CC3)c2c1,6.1249387366083
SRKMMWQNEAUSLE-UHFFFAOYSA-N,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,5.01
LDQCWGIXZGDJNL-IYARVYRRSA-N,CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.4
DSLUUJKUCIMNOZ-UHFFFAOYSA-N,Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4COC5)CC3)cc12,9.24033
ZIGNSANQGXWXBU-IBGZPJMESA-N,CN1CCOc2c(C(=O)NC[C@@H]3CCCN3CCc3ccccc3)cc(Cl)cc21,6.098970004336017
HUBNPWLMVNJPBW-UHFFFAOYSA-N,CC(C)Oc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,8.199985320377934
SUOCMIKXLFKQTH-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(-c2ccc(CN3CCCCCC3c3ccccc3)[nH]2)c1,7.400003911207952
KKPAMHAGPCJOBO-NRFANRHFSA-N,O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1cccc(-c2ccsc2)c1,7.1566006533285815
GQDSHJHRYRHFRN-NCRNUEESSA-N,CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,6.96
XZPQRIJZBKZROM-HNNXBMFYSA-N,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,6.077948665056312
FCXJOLOVMMCCLB-UHFFFAOYSA-N,COc1ccc2c(c1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,6.466668449512203
JJMBGYMAWGZMGZ-UHFFFAOYSA-N,c1ccc2c(c1)CCN(CC1CC1)CCc1c([nH]c3ccccc13)C2,5.301029995663981
PFLVUDAFKXUKEV-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccncc4)ccc3C2=O)CC1,8.062466383162349
LKASSMVPOODRNL-PBFRATGOSA-N,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCCOCCOCCOCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)[C@@H](C)CC)C2=O)cc(OC)c1OC,7.623788149717328
ACYCBNFGNBHQEP-ZRZAMGCNSA-N,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC,6.825
RWFSSGIYTQCWMB-MRXNPFEDSA-N,N#Cc1cccc([C@@H]2CCCN(CC3CC3)C2)c1,6.394130777502916
QMYYNXFWYYJUCS-UHFFFAOYSA-N,Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(Cl)c12,7.97469
GZFMZJDVLOZLLL-OMXJDXKCSA-N,CN1C[C@H](C(=O)N2CCN(c3ccc4nonc4c3)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21,6.900006255485105
IYDUTHNIPZPIDW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3N(NC(=O)c3cc(F)c(F)c(F)c3F)c3ccc(Cl)cc32)CC1,6.11991940803484
DFLMNRNLACOXKM-UHFFFAOYSA-N,CC(=O)Nc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,6.0
LHDDOZPHQWBNGP-UHFFFAOYSA-N,O=C1c2ccccc2CCN1CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,5.04
ZYQPFSVYWPFCAH-UHFFFAOYSA-N,O=C1c2ccccc2CCC12CCN(Cc1ccc3ccccc3c1)CC2,5.0
QRBZSMMRXSQZLL-UHFFFAOYSA-N,COc1ccc(-c2cc(CCCCN3CCN(c4ccccc4C)CC3)on2)cc1OC,5.851187288238076
BXDRXWBCUJCURL-UHFFFAOYSA-N,CCCN1CCN(c2ccc(OC)cc2)CC1,5.197303377187578
DVUOLXOWKHDIAV-XXBNENTESA-N,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1C(F)(F)F,6.02
AXOOPBWOJVOGHK-UHFFFAOYSA-N,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21,7.990699914119041
RGUPPVFDUJOBQL-UHFFFAOYSA-N,c1ccc(-c2nc(CN3CCN(c4ccccn4)CC3)c[nH]2)cc1,5.66
YFWICZORWGKFIF-UHFFFAOYSA-N,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)(C)C)n2C)CC3)no1,6.799999378197799
QDZRLBZZELBOIJ-UHFFFAOYSA-N,CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,8.888685549231054
BEKYXSCBRPYPCE-IRJFHVNHSA-N,c1cnc(N[C@H]2CC[C@H](CCN3CCc4ccccc4C3)CC2)nc1,6.96
OTFGAIWJVVIARF-BHLWCXQCSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,7.46
AWAXPOLEGZALIG-FQEVSTJZSA-N,O=C(N[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1,5.888685549231052
GTBFEJIEYNPFMI-UHFFFAOYSA-N,Fc1ccc(CCCCN2CCN(c3ncccn3)CC2)cc1,6.570165906665863
GWHALZYEFIUBRF-UHFFFAOYSA-N,CN1C2CCC1CC1(CC(=O)C(c3ccccc3)=CO1)C2,5.0
DAKGDRVNCPHAPY-KDOFPFPSSA-N,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@H]3N,5.649272493962879
YZIXUQBOLGXTJS-UHFFFAOYSA-N,OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1,8.160766969754247
WQEPZBNLBWDIRZ-OAQYLSRUSA-N,Cc1ccc(N2CCN(CC[C@H]3NC(=O)c4ccccc43)CC2)cc1C,5.560491635806245
SITQSHZFILPALT-UHFFFAOYSA-N,CN1CCc2ccccc2Cc2sc3ccccc3c2CC1,8.82
FAUOEZQOXBUMAX-CONSDPRKSA-N,CCCN(CCCCCCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@H]1CCc2c(O)cccc2C1,8.77
JPSSDJSKUUWHMS-NHJWOMDBSA-N,COc1ccccc1C1(O)C[C@@H]2CC[C@H](C1)N2Cc1c[nH]c2ccccc12,5.68403
LYFXQSOWXVVQIV-RUDMXATFSA-N,CCCN(C/C=C/I)C1CCc2c(O)cccc2C1,8.44
LIFHVPXIKLLTMH-UHFFFAOYSA-N,COc1ccc2[nH]cc(CN3CCC(O)(c4ccc(SC)cc4)CC3)c2c1,8.259879103501918
RFHWREWMZPGWCN-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,6.0
BNYKYKBRFUPQSI-UHFFFAOYSA-N,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,6.039764611232853
LQRUHPTVKTXHPR-UHFFFAOYSA-N,O=C1C(c2ccc(F)cc2)COC12CCN(Cc1ccccc1)CC2,7.329300714021428
VPUYNZMAEQVXFX-UHFFFAOYSA-N,C(#Cc1ccncc1)CCN1CC=C(c2ccccc2)CC1,9.0
IMCPEGAWOYJDMH-UHFFFAOYSA-N,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,7.432076090663241
RTKKCEVXZPXBNM-ZDUSSCGKSA-N,CC(C)Cc1c(C(=O)[C@@H]2CCCN2)ccnc1OCC(N)=O,8.6
NWFVAWLUQHQVSN-HNKWHGCMSA-N,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(N2CCS(=O)(=O)CC2)cc1,7.72
RVBDWZKWSXQLMF-DOTOQJQBSA-N,CNc1cc(OC)c(C(=O)NC[C@@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,7.550035088194691
OMQYELRKBALQJF-JSGCOSHPSA-N,CCCN1CCO[C@H]2c3cc(O)ccc3SC[C@@H]21,6.069514043103665
KBYDKOYJEQUBOE-NLFFAJNJSA-N,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.041672833866111
SMAYDEMZELAUEB-UHFFFAOYSA-N,CCCN(CCC)C1CCc2cc(OC)ccc2C1,5.428522342507661
YKMSTUDOGGAEJH-UHFFFAOYSA-N,Cn1c(CN2CCN(c3ccc(Cl)cc3)CC2)nc2ccccc21,5.041672831162827
FTSARFSCILVQEK-ONEGZZNKSA-N,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2n1,7.182506233336071
NZCZNMGSFLEVRM-UHFFFAOYSA-N,O=C(NCN1CCN(c2ccccc2Cl)CC1)c1ccccc1,6.440650618742904
VEEYYIQQKILMMS-UHFFFAOYSA-N,COC(=O)C1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,7.221232916538786
HTQLYZCPYPEYGO-UHFFFAOYSA-N,O=C(NCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,8.300343331887994
LIWZXUWAEHOPHY-MXVIHJGJSA-N,COC(CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC,5.63
VUYPOJYTAPEUNG-UHFFFAOYSA-N,CS(=O)(O)=Nc1cccc(OCCNCc2ccccc2)c1,7.42
BIFYETSNFGDCRF-UHFFFAOYSA-N,CS(=O)(O)=Nc1cc(OCCNCc2ccccc2)ccc1Cl,7.12
YASIAEWQHNEVDZ-UHFFFAOYSA-N,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1,7.3099346399904945
PXSSMALRVSYAFM-UHFFFAOYSA-N,CCCN(CCC)C1COc2c(O)cccc2C1,6.890930010117378
YRMKMEPMFOFXGH-UHFFFAOYSA-N,COc1ccc2[nH]c(C(=O)NCCC(O)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,6.661770133075737
AAYMNPGQEZYHNE-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1,7.7328547329665875
QHUAVXDRCSLDHT-UHFFFAOYSA-N,CCN1CCCCCC1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,8.100089748786452
HCQGGYRWBPHDIG-JXMROGBWSA-N,O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2)nc1)c1ccccc1F,6.0
SQNAJQXEBGOWSC-UHFFFAOYSA-N,COc1cccc(C(=O)CCCN2CCN(c3ccc(Cl)cc3)CC2)c1,5.591153273188682
QYPPCJNDWSSTLE-BTUFUSBVSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,6.52
KXDROGADUISDGY-UHFFFAOYSA-N,NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,5.1191864077192095
LOJUPRHIDKSORB-UHFFFAOYSA-N,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCn2ncc(C=O)c2C1,5.245603809333733
CVRMQFHSOSVJET-UHFFFAOYSA-N,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCN(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.26
QYPPCJNDWSSTLE-BTUFUSBVSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,6.524474084960718
HFIXKYCVEYCJOY-UHFFFAOYSA-N,COc1ccc(CCN(C)CCN2CCCCC2)cc1,5.0
SVQZVYLEABSIDJ-UHFFFAOYSA-N,COc1cccc(CCc2ccccc2OCc2ccccn2)c1,5.300686665221327
LWJRZMFKJXXHGW-YOTKAZDMSA-N,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N3CCC[C@H]3C(=O)O)C(C)C)C2=O)cc(OC)c1OC,7.89
CEMWPWPBXGCHCV-XUTJKUGGSA-N,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc2c(c1)OCO2,5.47
IOHGCEFLIGUPNB-UHFFFAOYSA-N,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2n[nH]cc21,6.4
INHLBBQJFLVLRB-UHFFFAOYSA-N,CCCCCCCCN1CCC(c2cccc(O)c2)C1,6.43
CVLZQDTWSWXSHI-CTNGQTDRSA-N,N#Cc1ccc2c(c1)CN(CC[C@@H]1C[C@H]1CNC(=O)c1cc3ccccc3[nH]1)CC2,6.32
ZXSQHQBOVYMVGJ-UHFFFAOYSA-N,O=C1CCc2cnccc2N1CCCN1CCC(n2c(O)nc3ccccc32)CC1,5.96
UVDIFPYXVNSROD-QAPCUYQASA-N,N#Cc1ccc2c(c1)[C@H]1CN(Cc3ccc(F)cc3)C[C@@H]1CO2,7.5999901824674225
XIDSCJTYNIXZGW-NQIIRXRSSA-N,CC(C)c1ccc(S(=O)(=O)Nc2ccc([C@@]34C[C@@H]3CN(C)C4)cc2)cc1,7.199990213585289
ZSXXBLKRPFMPGJ-UHFFFAOYSA-N,O=c1[nH]c2cccc(N3CCN(Cc4cc(-c5ccc(F)cc5)ccn4)CC3)c2o1,9.327902142064282
QZZUEBNBZAPZLX-QFIPXVFZSA-N,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,4.6
NUGOUKPGAVSSNO-UHFFFAOYSA-N,Oc1c2ccccc2cn1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,7.59
ARPHSPFYEOAIMK-UHFFFAOYSA-N,O=c1[nH]c2ccc(OCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,8.35
VMOFYGZGNSIHPR-UHFFFAOYSA-N,C#Cc1ccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,7.852813246470697
KBVAEHJQNKKTNL-SFTDATJTSA-N,N#Cc1cccc(N2CCN(C[C@@H]3C[C@H]3CNC(=O)c3ccnc4ccccc34)CC2)c1,5.64
GOXUZWWTKIXHQU-JKIUYZKVSA-N,Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4OCO5)CC3)CC2)cn1,6.88
OIAXKPXJNIOPBF-UHFFFAOYSA-N,COc1ccccc1N1CCN(Cc2cc3c(O)nc(N(C)C)nc3[nH]2)CC1,6.89
LASBLEBPDOHKAM-GUIFLLHJSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NCCCS(=O)(=O)C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,7.712198270069772
MOHZYINNROZMOQ-YLIUREIVSA-N,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(-c2cccnc2)cc1,7.0
