compound_id,target_CHRM1_standard_value,target_CHRM2_standard_value,target_CHRM3_standard_value,target_CHRM4_standard_value,target_CHRM5_standard_value,target_DRD2_standard_value,target_HRH1_standard_value,target_HTR2A_standard_value,target_KCNH2_standard_value,target_OPRM1_standard_value,base_rdkit_smiles
CC/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccccc23)N1C,,,,,,,,5.77,,,CC/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccccc23)N1C
COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1,,,,,,,,5.9,,,COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1
Fc1ccc2c(c1Cl)CCNCC2,,,,,,,,6.888685549231052,,,Fc1ccc2c(c1Cl)CCNCC2
Cn1ncc(Cl)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCCC1,,,,,,,,9.368843848140138,,,Cn1ncc(Cl)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCCC1
CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(Cl)c2)C1,,,,,,,,6.888028323846582,,,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(Cl)c2)C1
CN(C)[C@H]1Cc2ccccc2[C@H](c2ccccc2Cl)C1,,,,,,,,5.551420984328891,,,CN(C)[C@H]1Cc2ccccc2[C@H](c2ccccc2Cl)C1
NC[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,,,,,,,,6.46,,,NC[C@H]1C[C@@H]1c1cccc(Cl)c1Cl
Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1-c1ccccc1,,,,,,,,7.959535771613925,,,Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1-c1ccccc1
Nc1nc(SCCN2CCN(Cc3ccccc3C(F)(F)F)CC2)nc(N)c1Cc1ccccc1,,,,,,,,7.211319596585816,,,Nc1nc(SCCN2CCN(Cc3ccccc3C(F)(F)F)CC2)nc(N)c1Cc1ccccc1
O=C(c1nn2ccccc2c1Br)N1CCN(CCc2ccc(F)cc2F)CC1,,,,,,,,9.09897000433602,,,O=C(c1nn2ccccc2c1Br)N1CCN(CCc2ccc(F)cc2F)CC1
CN1CCN2c3c(cccc31)[C@H]1CCN(CCCC(=O)c3ccc(F)cc3)CC[C@H]12,,,,,,,,7.769850359540574,,,CN1CCN2c3c(cccc31)[C@H]1CCN(CCCC(=O)c3ccc(F)cc3)CC[C@H]12
Clc1ccccc1-c1cccc2c1N1CCNCCC1C2,,,,,,,,7.088728715872094,,,Clc1ccccc1-c1cccc2c1N1CCNCCC1C2
C[C@H]1CCC[C@@H](C)N1CCOc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccnn1C,,,,,,,,7.790161661819122,,,C[C@H]1CCC[C@@H](C)N1CCOc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccnn1C
O=C(Nc1[nH]ncc1Br)N1CCN(CCc2ccc(F)cc2)CC1,,,,,,,,7.055518663924916,,,O=C(Nc1[nH]ncc1Br)N1CCN(CCc2ccc(F)cc2)CC1
COc1cc(CC(C)N)cc(OC)c1OC,,,,,,,,7.2373214362725635,,,COc1cc(CC(C)N)cc(OC)c1OC
C[C@@H]1CNC[C@H]2Cc3ccc(C(F)(F)F)cc3N12,,,,,,,,8.123292912202768,,,C[C@@H]1CNC[C@H]2Cc3ccc(C(F)(F)F)cc3N12
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)c(C)c(-c3cccnc3)c1)CC2,,,,,,,,5.800000437401602,,,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)c(C)c(-c3cccnc3)c1)CC2
O=C(Nc1cccnc1)N1CCc2cc(Br)cc([N+](=O)[O-])c21,,,,,,,,5.40000009302829,,,O=C(Nc1cccnc1)N1CCc2cc(Br)cc([N+](=O)[O-])c21
Cn1ccc2cc3c(cc21)CCCN3C(=O)Nc1cccnc1,,,,,,,,5.200000237109354,,,Cn1ccc2cc3c(cc21)CCCN3C(=O)Nc1cccnc1
O=C(c1ccc(F)cc1)C1CCN(CCc2ccc(I)cc2)CC1,,,,,,,,8.440430476488944,,,O=C(c1ccc(F)cc1)C1CCN(CCc2ccc(I)cc2)CC1
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CC3)c1ccc(F)cc1,,,,,,,,8.539200667367014,,,O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CC3)c1ccc(F)cc1
Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccccc32)cn1,,,,,,,,5.0,,,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccccc32)cn1
C[C@@H]1NC(NCC(F)F)=Nc2cccc(Cl)c21,,,,,,,,6.31,,,C[C@@H]1NC(NCC(F)F)=Nc2cccc(Cl)c21
CC1CNCCc2c(Cl)cc(Cl)cc21,,,,,,,,6.77,,,CC1CNCCc2c(Cl)cc(Cl)cc21
FC(F)(F)c1cccc(N2CCNCC2)c1,,,,,,,,7.122104394855486,,,FC(F)(F)c1cccc(N2CCNCC2)c1
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@H]12,,,,,,,,6.489818329931129,,,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@H]12
O=C1c2c(OC(F)(F)F)cccc2C2CNCCN12,,,,,,,,7.1719625986495865,,,O=C1c2c(OC(F)(F)F)cccc2C2CNCCN12
NC[C@H]1C[C@@H]1c1ccc(F)c(F)c1,,,,,,,,6.24,,,NC[C@H]1C[C@@H]1c1ccc(F)c(F)c1
C[C@@H]1CNC[C@@H]2Cc3ccccc3N21,,,,,,,,7.244051245915831,,,C[C@@H]1CNC[C@@H]2Cc3ccccc3N21
CN(C)[C@H]1Cc2ccccc2[C@H](C2CCCCCCC2)C1,,,,,,,,6.430899137966503,,,CN(C)[C@H]1Cc2ccccc2[C@H](C2CCCCCCC2)C1
CCN(CC)c1nc(Nc2ccc(C)c(C)c2)c2cn[nH]c2n1,,,,,,,,5.6,,,CCN(CC)c1nc(Nc2ccc(C)c(C)c2)c2cn[nH]c2n1
CNCCc1cn2c3c(cc(F)cc13)CCC2C,,,,,,,,5.8787474920060125,,,CNCCc1cn2c3c(cc(F)cc13)CCC2C
OC(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2)CC1,,,,,,,,8.789270798532014,,,OC(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2)CC1
CCOc1cc(C(F)(F)F)c2c(O)n3c(c2c1)CNCC3,,,,,,,,5.42,,,CCOc1cc(C(F)(F)F)c2c(O)n3c(c2c1)CNCC3
CN1CCC(N(C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,,,,,,,,6.55129,,,CN1CCC(N(C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nn1)CC2,,,,,,,,6.599998827036022,,,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nn1)CC2
Cc1nc2n(c(=O)c1CCN1CCN(C(=O)c3nn(C)cc3Br)CC1)CCCC2,,,,,,,,5.0,,,Cc1nc2n(c(=O)c1CCN1CCN(C(=O)c3nn(C)cc3Br)CC1)CCCC2
FC(F)(F)c1cccc(N2CC[C@H]3CNC[C@H]32)c1,,,,,,,,6.77469,,,FC(F)(F)c1cccc(N2CC[C@H]3CNC[C@H]32)c1
Cc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O,,,,,,,,6.662360088717157,,,Cc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O
O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2c(Cl)cccc21,,,,,,,,5.300000101222709,,,O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2c(Cl)cccc21
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3cnccn3)nc1)CC2,,,,,,,,6.499998465974152,,,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3cnccn3)nc1)CC2
c1cc2ccc3c(c2o1)CCNCC3,,,,,,,,7.002908268467484,,,c1cc2ccc3c(c2o1)CCNCC3
O=C(CN1CCN(C(=O)c2n[nH]cc2Cl)CC1)c1ccc(F)cc1,,,,,,,,7.731414999999998,,,O=C(CN1CCN(C(=O)c2n[nH]cc2Cl)CC1)c1ccc(F)cc1
Cn1cc(Br)c(C(=O)N2CCN(CC(=O)c3ccccc3F)CC2)n1,,,,,,,,6.5695454119470025,,,Cn1cc(Br)c(C(=O)N2CCN(CC(=O)c3ccccc3F)CC2)n1
COc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21,,,,,,,,5.80310131388386,,,COc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21
COc1ccc(CCN(CCCc2ccc(Cl)cc2)CCc2ccc3c(c2)OCO3)cc1OC,,,,,,,,6.44,,,COc1ccc(CCN(CCCc2ccc(Cl)cc2)CCc2ccc3c(c2)OCO3)cc1OC
NC[C@H]1C[C@@H]1c1ccc(F)cc1F,,,,,,,,6.26201,,,NC[C@H]1C[C@@H]1c1ccc(F)cc1F
C[C@H](N)Cn1ncc2ccc(O)c(F)c21,,,,,,,,8.23885733547902,,,C[C@H](N)Cn1ncc2ccc(O)c(F)c21
CC(N)Cn1ccc2c1-c1cc(F)ccc1C2(C)C,,,,,,,,7.500019067201903,,,CC(N)Cn1ccc2c1-c1cc(F)ccc1C2(C)C
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(-c3cccnc3)nc1)CC2,,,,,,,,5.0,,,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(-c3cccnc3)nc1)CC2
O=C1NC2CCNCCN2c2cccc(Cl)c21,,,,,,,,6.81489690609138,,,O=C1NC2CCNCCN2c2cccc(Cl)c21
COc1c(Cl)ccc2c3n(c(O)c12)CCNC3,,,,,,,,6.09,,,COc1c(Cl)ccc2c3n(c(O)c12)CCNC3
COc1ccc(N2CC=C(c3cccc(Cl)c3)C2=O)cc1OCCN1CCC(C)CC1,,,,,,,,6.0999995174232655,,,COc1ccc(N2CC=C(c3cccc(Cl)c3)C2=O)cc1OCCN1CCC(C)CC1
COc1ccc(N2CC=C(c3ccc(F)cc3)C2=O)cc1OCCN1CCCCC1,,,,,,,,6.39999845668613,,,COc1ccc(N2CC=C(c3ccc(F)cc3)C2=O)cc1OCCN1CCCCC1
CNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,,,,,,,,4.98,,,CNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1
Cc1[nH]c2cccc(NC(=O)c3ccc(F)cc3)c2c1CCN(C)C,,,,,,,,6.0,,,Cc1[nH]c2cccc(NC(=O)c3ccc(F)cc3)c2c1CCN(C)C
Cn1nccc1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCNCC1,,,,,,,,7.7514957773952835,,,Cn1nccc1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCNCC1
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(CCc3ccccn3)nc1)CC2,,,,,,,,6.7999990672967,,,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(CCc3ccccn3)nc1)CC2
CC1CNCCc2ccc(Cl)cc21,,,,,,,,6.59,,,CC1CNCCc2ccc(Cl)cc21
Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCNC(=O)C1,,,,,,,,6.541412701088671,,,Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCNC(=O)C1
CC(C)c1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,,,,,,,,5.200000237109354,,,CC(C)c1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,,,,,,,,6.949996207371391,,,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl
CCCCCCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,,,,,,,,5.16,,,CCCCCCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1
COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Cl)cnn1C,,,,,,,,9.800894304348525,,,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Cl)cnn1C
Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCCC1C2,,,,,,,,6.8502602957815375,,,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCCC1C2
COc1cc(CCNCc2ccccn2)c(OC)cc1Br,,,,,,,,7.410025199337148,,,COc1cc(CCNCc2ccccn2)c(OC)cc1Br
CCN(CC)c1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,,,,,,,,5.6,,,CCN(CC)c1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1
COc1ccc(CCN(CCc2ccc3c(c2)OCO3)Cc2ccccc2)cc1OC,,,,,,,,5.45,,,COc1ccc(CCN(CCc2ccc3c(c2)OCO3)Cc2ccccc2)cc1OC
COc1ccc(N2Cc3cc(Cl)ccc3C2=O)cc1OCCN1CCCCC1,,,,,,,,5.200000237109354,,,COc1ccc(N2Cc3cc(Cl)ccc3C2=O)cc1OCCN1CCCCC1
O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CCCCC1,,,,,,,,8.29243,,,O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CCCCC1
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccccc3)c1)CC2,,,,,,,,5.800000437401602,,,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccccc3)c1)CC2
COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,,,,,,,,5.0,,,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
CNc1ccc2c(c1Cl)CCNCC2,,,,,,,,7.048585830186893,,,CNc1ccc2c(c1Cl)CCNCC2
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(C(C)(C)C)c(-c3cccnc3)c1)CC2,,,,,,,,6.0,,,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(C(C)(C)C)c(-c3cccnc3)c1)CC2
C[C@H]1SC(c2ccc(-c3ccccc3)cc2)=N[C@H]1Cc1c[nH]cn1,,,,,,,,6.51,,,C[C@H]1SC(c2ccc(-c3ccccc3)cc2)=N[C@H]1Cc1c[nH]cn1
COc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,,,,,,,,5.851935982160881,,,COc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21
C=Cc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,,,,,,,,6.080722734724864,,,C=Cc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21
COc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1,,,,,,,,6.199999390727345,,,COc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1
Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(C(F)(F)F)ccc32)cn1,,,,,,,,5.59999969151181,,,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(C(F)(F)F)ccc32)cn1
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(COc3ccccn3)nc1)CC2,,,,,,,,7.0,,,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(COc3ccccn3)nc1)CC2
COc1cc(CCNCc2cccc3[nH]cnc23)c(OC)cc1Br,,,,,,,,8.110138278741811,,,COc1cc(CCNCc2cccc3[nH]cnc23)c(OC)cc1Br
Cc1[nH]c2ccc(Br)cc2c1C1=CCNCC1,,,,,,,,6.4,,,Cc1[nH]c2ccc(Br)cc2c1C1=CCNCC1
COc1ccc2c(c1)C[C@@H]1CNCCN1C2=O,,,,,,,,5.765160905495772,,,COc1ccc2c(c1)C[C@@H]1CNCCN1C2=O
NCCCC1(CCCN)CCc2cccc(O)c2C1,,,,,,,,5.0,,,NCCCC1(CCCN)CCc2cccc(O)c2C1
COc1ccc(CCN(CCCc2ccc(I)cc2)CCc2ccc3c(c2)OCO3)cc1OC,,,,,,,,6.54,,,COc1ccc(CCN(CCCc2ccc(I)cc2)CCc2ccc3c(c2)OCO3)cc1OC
CCc1cc2c3n(c(O)c2cc1OC)CCNC3,,,,,,,,6.43,,,CCc1cc2c3n(c(O)c2cc1OC)CCNC3
COc1ccc(N2CC=C(c3ccc(C(F)(F)F)cc3)C2=O)cc1OCCN1CCC(C)CC1,,,,,,,,5.800000437401602,,,COc1ccc(N2CC=C(c3ccc(C(F)(F)F)cc3)C2=O)cc1OCCN1CCC(C)CC1
O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(Cl)ccc21,,,,,,,,5.3000002024454185,,,O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(Cl)ccc21
CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(-c3ccccc3)c2)C1,,,,,,,,6.188543321678572,,,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(-c3ccccc3)c2)C1
CCOc1ccccc1-c1cc(Cl)cc2cc3n(c12)CCNCC3,,,,,,,,7.4949500072266995,,,CCOc1ccccc1-c1cc(Cl)cc2cc3n(c12)CCNCC3
COc1cccc2c1C(=O)N1CCNCC21,,,,,,,,5.4820630781441615,,,COc1cccc2c1C(=O)N1CCNCC21
COc1ccc(-c2ccccc2)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,,,,,,,,9.0,,,COc1ccc(-c2ccccc2)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
Oc1cccc2[nH]cc(CCN3CCCC3)c12,,,,,,,,6.369180902605093,,,Oc1cccc2[nH]cc(CCN3CCCC3)c12
COc1ccc(CCN(CCCc2ccccc2F)CCc2ccc3c(c2)OCO3)cc1OC,,,,,,,,7.19,,,COc1ccc(CCN(CCCc2ccccc2F)CCc2ccc3c(c2)OCO3)cc1OC
COc1cc2c(cc1Br)[C@@H](C)CNCC2,,,,,,,,7.1,,,COc1cc2c(cc1Br)[C@@H](C)CNCC2
COc1cc(CCNCc2ccncc2)c(OC)cc1Br,,,,,,,,6.850005771754263,,,COc1cc(CCNCc2ccncc2)c(OC)cc1Br
COc1cc(CCNCc2cccc3ncoc23)c(OC)cc1Br,,,,,,,,7.960094722925825,,,COc1cc(CCNCc2cccc3ncoc23)c(OC)cc1Br
COc1ccc(-c2cc3c4c(c2)[C@@H]2CNCC[C@@H]2N4CCC3)c(C(F)(F)F)c1,,,,,,,,5.891860010117378,,,COc1ccc(-c2cc3c4c(c2)[C@@H]2CNCC[C@@H]2N4CCC3)c(C(F)(F)F)c1
CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc(Cl)c2)C1,,,,,,,,7.398970004336019,,,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc(Cl)c2)C1
COc1ccc2[nH]cc(C(C)CN)c2c1,,,,,,,,8.659192439725931,,,COc1ccc2[nH]cc(C(C)CN)c2c1
COc1noc2c1CCNCC2,,,,,,,,3.511439369905012,,,COc1noc2c1CCNCC2
O=C(Nc1cccnc1)N1CCc2cc(-c3ccccc3)c(Cl)cc21,,,,,,,,5.40000009302829,,,O=C(Nc1cccnc1)N1CCc2cc(-c3ccccc3)c(Cl)cc21
Cc1ccccc1-c1cccc2c1N1CCNCCC1C2,,,,,,,,6.8192379540636745,,,Cc1ccccc1-c1cccc2c1N1CCNCCC1C2
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(N5CCOCC5)cc43)C[C@H]1c1ccccc1O2,,,,,,,,6.512852857839474,,,Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(N5CCOCC5)cc43)C[C@H]1c1ccccc1O2
COc1ccc(N2CCC(C)(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1,,,,,,,,6.199999086091014,,,COc1ccc(N2CCC(C)(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1
Clc1ccc2c(c1Cl)CCNCC2,,,,,,,,7.031012350482023,,,Clc1ccc2c(c1Cl)CCNCC2
COc1ccc(N2Cc3cc(Cl)c(Cl)cc3C2=O)cc1OCCN1CCC(C)CC1,,,,,,,,6.299998801428872,,,COc1ccc(N2Cc3cc(Cl)c(Cl)cc3C2=O)cc1OCCN1CCC(C)CC1
O=C1C2CCNCC=C2ON1Cc1ccccc1,,,,,,,,6.26,,,O=C1C2CCNCC=C2ON1Cc1ccccc1
O=C(Nc1cccnc1)N1CCc2cc(Cl)ccc21,,,,,,,,5.599996624659744,,,O=C(Nc1cccnc1)N1CCc2cc(Cl)ccc21
FC(F)(F)c1ccnc(N2CCC3CNCC32)n1,,,,,,,,6.66,,,FC(F)(F)c1ccnc(N2CCC3CNCC32)n1
CC1CNCCc2ccc(Cl)c(F)c21,,,,,,,,6.08,,,CC1CNCCc2ccc(Cl)c(F)c21
CSc1ccc2c(c1Cl)CCN2C(=O)Nc1cccnc1,,,,,,,,5.300000101222709,,,CSc1ccc2c(c1Cl)CCN2C(=O)Nc1cccnc1
CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,,,,,,,,6.92445,,,CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2
COc1noc2c1CCN(C)CC2,,,,,,,,3.5114393726515365,,,COc1noc2c1CCN(C)CC2
CC[C@@H]1NCCN2C(=O)c3c(cccc3C(F)(F)F)[C@H]12,,,,,,,,7.040479303839453,,,CC[C@@H]1NCCN2C(=O)c3c(cccc3C(F)(F)F)[C@H]12
COc1ccc(N2Cc3cccc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1,,,,,,,,6.0999995174232655,,,COc1ccc(N2Cc3cccc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1
CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc([N+](=O)[O-])c2)C1,,,,,,,,7.130384140134512,,,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc([N+](=O)[O-])c2)C1
c1csc(Cc2cccc3c2CCC2CNCCN32)c1,,,,,,,,7.6,,,c1csc(Cc2cccc3c2CCC2CNCCN32)c1
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,,,,,,,6.24,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1
Cc1ccc([C@H]2C[C@@H]2CN)c(Br)c1,,,,,,,,6.33255,,,Cc1ccc([C@H]2C[C@@H]2CN)c(Br)c1
CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccccc2Cl)C1,,,,,,,,5.619894379144197,,,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccccc2Cl)C1
COc1ccc(N2CC=C(c3ccc(C(F)(F)F)cc3)C2=O)cc1OCCN1CCCCC1,,,,,,,,5.899998417198647,,,COc1ccc(N2CC=C(c3ccc(C(F)(F)F)cc3)C2=O)cc1OCCN1CCCCC1
O=C(NCCc1c[nH]c2ccccc12)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,,,,,,,,5.61,,,O=C(NCCc1c[nH]c2ccccc12)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1
COc1ccc(N2CCN(c3cccc(Cl)c3Cl)C2=O)cc1OCCN1CCCCC1,,,,,,,,5.8000002916010684,,,COc1ccc(N2CCN(c3cccc(Cl)c3Cl)C2=O)cc1OCCN1CCCCC1
CCCCc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,,,,,,,,6.201366229584641,,,CCCCc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21
FC(F)(F)c1ccnc(N2CC[C@H]3CNC[C@H]32)n1,,,,,,,,6.94,,,FC(F)(F)c1ccnc(N2CC[C@H]3CNC[C@H]32)n1
Cc1c(O)ccc2cnn(C[C@H](C)N)c12,,,,,,,,8.743152498298898,,,Cc1c(O)ccc2cnn(C[C@H](C)N)c12
O=C(c1cccc2ccnn12)N1CCN(CCc2ccc(F)cc2F)CC1,,,,,,,,9.399313336224012,,,O=C(c1cccc2ccnn12)N1CCN(CCc2ccc(F)cc2F)CC1
Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(O)cc2)ccc1OCCN1CCCC1,,,,,,,,8.720415466349058,,,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(O)cc2)ccc1OCCN1CCCC1
CC(C)c1cc(C(F)(F)F)c2c(O)n3c(c2c1)CNCC3,,,,,,,,5.5817,,,CC(C)c1cc(C(F)(F)F)c2c(O)n3c(c2c1)CNCC3
COc1ccc(CCN(CCCc2cccc(I)c2)CCc2ccc3c(c2)OCO3)cc1OC,,,,,,,,6.77,,,COc1ccc(CCN(CCCc2cccc(I)c2)CCc2ccc3c(c2)OCO3)cc1OC
O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CC1,,,,,,,,8.080919999999999,,,O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CC1
O=C1c2cc(C(F)(F)F)ccc2C[C@@H]2CNCCN12,,,,,,,,6.97042208150435,,,O=C1c2cc(C(F)(F)F)ccc2C[C@@H]2CNCCN12
O=C1C2CNCC=C2ON1Cc1ccccc1,,,,,,,,3.0,,,O=C1C2CNCC=C2ON1Cc1ccccc1
Cn1cc(Br)c(C(=O)N2CCN(CCN3C(=O)c4ccccc4C3=O)CC2)n1,,,,,,,,5.0,,,Cn1cc(Br)c(C(=O)N2CCN(CCN3C(=O)c4ccccc4C3=O)CC2)n1
O=C(NC1CCCCC1)N1OCC2COc3ccccc3C21,,,,,,,,5.0,,,O=C(NC1CCCCC1)N1OCC2COc3ccccc3C21
CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,,,,,,,,7.06,,,CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1
COc1cccc2[nH]cc(C3CC3N)c12,,,,,,,,7.33939577148758,,,COc1cccc2[nH]cc(C3CC3N)c12
Nc1nc(SCCN2CCN(Cc3ccccc3Cl)CC2)nc(N)c1Cc1ccccc1O,,,,,,,,7.640688384333181,,,Nc1nc(SCCN2CCN(Cc3ccccc3Cl)CC2)nc(N)c1Cc1ccccc1O
Cc1[nH]c2cccc(O)c2c1CCN(C)C,,,,,,,,6.9124267231084175,,,Cc1[nH]c2cccc(O)c2c1CCN(C)C
Cc1cc2c(cc1Cl)CCN2C(=O)Nc1cccnc1,,,,,,,,6.400058973549763,,,Cc1cc2c(cc1Cl)CCN2C(=O)Nc1cccnc1
