compound_id,target_DRD2_standard_value,target_CHRM2_standard_value,target_HTR2A_standard_value,target_OPRM1_standard_value
COc1ccc(F)cc1C1CC1CNCc1ccccc1C#N,,,6.14,
C=CCOc1ccc(F)cc1[C@H]1C[C@@H]1CNC,,,6.55,
COc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1Cl,,,5.45,
Cc1cccc(N2CCN(CCCCNC(=O)c3nc(C)n(-c4ccccc4Cl)c3C)CC2)c1C,,,7.92,
NCC1CC1c1c(OCCF)ccc(F)c1Cl,,,6.1,
COc1ccc(F)cc1[C@@H]1C[C@H]1CNCc1ccccc1Cl,,,5.525,
Clc1ccc2c(c1)CCNCC2,,,7.025,
CCc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1,,,5.63,
COc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1F,,,5.73,
NC[C@H]1C[C@@H]1c1cccc(O)c1,,,6.61,
COc1cc(F)c(F)cc1C1CC1CN,,,6.69,
COc1cc2c(cc1Cl)CCNCC2C,,,7.0,
COc1cccc(CNC[C@@H]2C[C@H]2c2cc(F)ccc2OC)c1,,,5.17,
c1cc2c(cn1)N1CCNC[C@H]1CC2,,,4.0,
COc1cc(F)c(Cl)cc1C1CC1CN,,,6.859999999999999,
CCN(C)CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.652432341849787,
O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCNC3CCCC3)c12,,,7.7208321330157235,
CC1CCCN(CCc2cccc3[nH]cc(S(=O)(=O)c4ccccc4)c23)C1,,,7.339080722772808,
CN(C)CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.581132902893418,
O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCCCC3)c12,,,7.480992020040706,
CC(C)NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.959535771613925,
CCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.410033466224762,
CCN(C)CCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.206130156716045,
CNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.56255911765308,
O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCC3)c12,,,6.931208046084612,
CCCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.4351113119159695,
CC1CCCCN1CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,7.050406664451697,
O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCCN3CCCCC3)c12,,,6.069514043103665,
CC(C)NCCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,6.209436450326628,
NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,,5.67,
COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,,,5.52,5.0
O=C(/C=C/c1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,,,5.71,
OCC1CCN(Cc2ccc(OCCCc3ccc(-c4ccc(Cl)cc4)nn3)cc2)CC1,,,6.1,
COc1ccc(-c2ccc(CCCNc3ccc(CN(C)C)cc3)nn2)cc1,,,5.34,
Clc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)cc2)cc1,,,6.17,
CN(C(=O)/C=C/c1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(CN2CCCCC2)cc1,,,6.44,
OC[C@H]1CCCN1CCOc1ccc(C#Cc2ccc(-c3ccc(Cl)cc3)cn2)cc1,,,5.79,
O[C@@H]1CCCN(Cc2ccc(OCCCc3ccc(-c4ccc(Cl)cc4)nn3)cc2)C1,,,6.22,
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,,,6.97,
O=C(NCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,,,7.54,
CC1CCN(CCOc2ccc(C#Cc3ccc(-c4ccc(Cl)cc4)cn3)cc2)CC1,,,5.87,
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,,,6.3,
COc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,,,5.74,
CC(=O)N1CCN(Cc2ccc(CCNC(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2)CC1,,,5.63,
COc1ccc(-c2ccc(CCCNc3ccc(CN4CCCC4)cc3)nn2)cc1,,,5.34,
CC(=O)NC1CCN(Cc2ccc(OCCCc3ccc(-c4ccc(F)cc4)nn3)cc2)CC1,,,6.15,
N#Cc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,,,5.84,
CC(=O)CNC1CCN(Cc2ccc(CCNC(=O)c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1,,,6.28,
CN(CCCc1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(CN2CCCCC2)cc1,,,6.19,
O=C(CCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,,,6.86,
Fc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,,,7.47,
O=C(COc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,,,7.04,
CC(=O)NC1CCN(Cc2ccc(CCNC(=O)c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1,,,6.44,
Clc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,,,6.86,
CC1CCN(CCOc2ccc(C#Cc3ncc(-c4ccc(Cl)cc4)cc3F)cc2)CC1,,,5.48,
Fc1cccc(CCCNCCc2ccnc(-n3ccnc3)n2)c1,,,6.300514997831991,
CC[C@@H]1O[C@](/C=C/C2CC2)(C(F)(F)F)c2c(ccc(F)c2F)NC1=O,,,4.82,
Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C,,,6.43,
O=[SH](O)(N=CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2cccnc12,,,7.54,
CC1CC2(C)CC(=O)C1C1C(=O)N(OCCCN3CCN(c4ccccc4F)CC3)C(=O)C12,,,6.0402397518439255,
Cn1c(=O)c2c(nc(NCCCN3CCN(c4ccccc4)CC3)n2C)n(C)c1=O,,,6.7086656580914665,
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1,,,7.75,
CC(C)(N)Cc1ccccc1,,,5.0,
CN(C)c1cccc2c(S(=O)(=O)NCCCCC34CCCN3C(=O)N(CCCCN3CCN(c5cccc6ccccc56)CC3)C4=O)cccc12,,,6.6,
O=C(CO)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1,,,7.93,
O=C(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,8.019242922320142,
COc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(F)cc3)CC2)c1,,,6.649917327221947,
CC(C)(C)Oc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4noc5cc(F)ccc45)CC3)CC2)cc1,,,8.76,
Cc1cc(C(=O)Nc2ccc(C)c(N3CCN(C)CC3)c2)ccc1Br,,,6.900006255485105,
CCCCn1c(NCCCN2CCN(c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,,,6.211333806281817,
O=S1(=O)c2ccccc2N(Cc2ccc(Cl)cc2F)c2ccccc21,,,5.4113690751537336,
CC(C)n1nc(C(=O)NCC2CC[N+](C)(CCc3ccccc3)CC2)c2ccccc21,,,6.032579092949812,
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccc4)CC3)C(=O)C12,,,6.428990788877622,
CC(=O)c1c(OCCCCN2CCN(c3cccc(Br)c3)CC2)ccc2c(C)cc(=O)oc12,,,8.19,
COc1ccc(CCN(CCCc2cc(OC)c(OC)c(OC)c2)Cc2ccc3c(c2)OCO3)cc1OC,,,5.65,
CSc1ccc2c(c1)Sc1ccccc1N2CC1CCCN(C)C1,,,5.6,
COc1ccc2c(c1)C(CN)c1ccccc1C2,,,5.8628204951440575,
CC(=O)c1c(OCCCN2CCN(c3cc(C)ccc3C)CC2)ccc2c(C)cc(=O)oc12,,,6.99,
COc1ccc2[nH]cc(CCNCc3ccc(Cl)cc3)c2c1,,,6.736127042185104,
COc1ccc(CNCCc2c[nH]c3ccc(OC)cc23)cc1,,,7.532646669557345,
NCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,,,8.72,
Clc1ccc2c(c1)NC(=NCCN1CCOCC1)c1cccnc1O2,,,6.0,
CC(=O)OC12C=C(C)C(c3c1c(O)n(CCCN1CCN(c4ccccc4)CC1)c3O)C(C)C2,,,6.24,
O=C(N[C@H]1CCN(Cc2ccc(OC(F)(F)F)cc2)C1)c1ccc(-c2cccs2)cc1,,,6.852580654773918,
O=C(C[C@@H]1CCCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.86,
Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)N(CCN(C)C)CCO5)cc3)c(C)c2)no1,,,8.400078975975438,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(N2CCOCC2)cc1,,,8.02,
O=C(CC1OCCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1,,,8.03,
COc1ccccc1N1CCN(CCCCN2C(=O)C3C4C(=O)CC(OC(C)=O)(CC4(C)C)C3C2=O)CC1,,,6.11175463741376,
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1,,,6.515099433787865,
CN1CCN(c2cccc3cc(S(=O)(=O)c4cccc(F)c4)cnc23)CC1,,,9.409645130991168,
COc1ccccc1N1CCN(CCCN2C(=O)C3C4C(=O)CC(C)(CC4C)C3C2=O)CC1,,,6.3693855544785904,
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4ccc(F)cc34)CC2)CC1,,,7.33,
CC(C)(C)CN=C1CC(c2ccccc2F)=NCCN1,,,5.82,
CC1CN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCC(c5noc6cc(F)ccc56)CC4)CC3)cc2)CC(C)O1,,,7.67,
c1ccc2c(c1)CCc1ccccc1C21CCNC1,,,6.959535771613925,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1)C1CCOCC1,,,8.11,
COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OC,,,4.12,
COc1cc(Br)c(OC)c2c1[C@@H](CN)C2,,,7.822606246981442,
COCCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1,,,8.74,
COc1ccccc1N1CCN(CCCCN2C(=O)C3C4C(=O)CC(C)(CC4C)C3C2=O)CC1,,,6.280581848820146,
CNCCc1cc(OC)c(Br)cc1OC,,,8.54,
CC(=O)c1c(OCCCCN2CCN(c3ccccc3F)CC2)ccc2c(C)cc(=O)oc12,,,7.33,
Cc1ccc(-c2nc(CN(C)C[C@@H]3Cc4ccccc4O3)c(C)o2)s1,,,5.34,
CCCCN1CCC(COc2nc3ccccc3c3cn(C)cc23)CC1,,,6.032579092949812,
CC(=O)OC12C=C(C)C(c3c1c(O)n(OCCCN1CCN(c4ccccc4F)CC1)c3O)C(C)C2,,,5.97,
O=C1Nc2ccccc2C12CCN(CCN1CC=C(c3ccc(F)cc3)CC1)C2,,,7.12,
C[C@@H]1CN(Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)C(=O)O1,,,5.679260235088693,
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1CCCN(C)C,,,8.199990213585288,
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(CCCCN3CCN(Cc4ccccc4)CC3)C(=O)C12,,,5.010583458317205,
OCCN1CCN(c2nc(Nc3ccc(Cl)cc3)c3ccccc3n2)CC1,,,6.960948344847051,
O=C1c2ccccc2CCCN1CCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,5.800000874803202,
CC(=O)c1cccc(NC(=O)NCCCN2CCC(Cc3ccc(F)cc3)CC2)c1,,,6.711480896997409,
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2ccccc2F)CC1,,,8.05,
CC(=O)c1c(OCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,,,7.12,
O=C1c2ccccc2CCCN1CCN1CCC(n2ccc3cc(F)ccc32)CC1,,,8.159946952771621,
CCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.620801049525932,
O=C(C1CCCCCC1)N1c2ccccc2Sc2ccccc21,,,5.769850359540574,
C[C@H](NC[C@@H]1CCN(CCc2c[nH]c3ccc(C[C@H]4COC(=O)N4)cc23)C1)c1ccccc1,,,5.66,
CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(C(=O)O)cc3)CC2)c2ccccc21,,,5.032579052760791,
CN1CCN(c2nc3c(c(N4CCSCC4)n2)CCNCC3)CC1,,,6.1630400000000005,
O=C1c2ccccc2CCCN1CCN1CCC(n2nnc3cc(F)ccc32)CC1,,,7.309990609605652,
CC(=O)c1c(OCCCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)ccc2c(C)cc(=O)oc12,,,6.81,
c1ccc(CN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1,,,7.551893989552593,
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(C)ccc34)CC2)CC1,,,7.78,
NCCc1ccc(CCCc2ccccc2)cc1,,,7.220616249872117,
CCC1(N=C2CC(c3ccccc3F)=NCCN2)CCCC1,,,8.4437,
NCC1c2ccccc2Cc2cc(O)ccc21,,,6.970205407438264,
CN1CCC(NC2=Nc3cc(Cl)ccc3Oc3ncccc32)CC1,,,6.45,
Nc1ccc(S(=O)(=O)n2cc(C3CCNCC3)c3ccc(Cl)cc32)cc1,,,6.27,
CCOC(=O)[C@@H]1CN(CCn2c(=O)[nH]c3ccccc3c2=O)CC[C@H]1c1ccc(F)cc1,,,7.43,
CC(=O)OC12C=C(C)C(c3c1c(O)n(CCCCN1CCN(c4ccccc4)CC1)c3O)C(C)C2,,,6.54,
CCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.0886233481643375,
CC(=O)c1c(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc2c(C)cc(=O)oc12,,,8.1,
CC1CC2(C)CC(=O)C1c1c2c(O)n(CCCCN2CCN(c3ccc(F)cc3)CC2)c1O,,,6.99,
O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,,,4.769279938450911,
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(CCCCN3CCN(c4ncccn4)CC3)C(=O)C12,,,5.220118839584659,
Ic1ccc(Nc2nc(N3CCNCC3)nc3ccccc23)cc1,,,6.302154115921545,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)C1(C(F)(F)F)CCC1,,,8.65,
Cc1ccc(C2=NCCNC(=NC(C)(C)C)C2)c(C)c1,,,7.15,
COc1ccccc1N1CCN(CCCCN2C(=O)C3C4C(C)=CC(OC(C)=O)(CC4C)C3C2=O)CC1,,,6.130633163376608,
Cc1ccc(-c2cc(C(=O)NCCCCN3CCOCC3)n[nH]2)s1,,,5.26,
CC1(C)OC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4noc5cc(Cl)ccc45)CC3)CC2)O1,,,7.6,
COCCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.78,
Clc1ccc2c(c1)N=C(NC1CCN(Cc3ccccc3)CC1)c1cccnc1O2,,,6.55,
CC1CC2(C)CC(=O)C1c1c2c(O)n(OCCCN2CCN(c3ccccc3F)CC2)c1O,,,6.04,
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2cnccn2)CC1,,,5.6,
Cc1cc(OCCCCN2CCN(c3cnccn3)CC2)c2c(C)cc(=O)oc2c1,,,5.64,
NCC(c1ccccc1)c1ccc(Br)cc1,,,6.585008884009727,
O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(Cl)cc2c1,,,6.939767386548798,
O=C(C[C@H]1CCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,8.21,
N#Cc1ccc(S(=O)(=O)/N=C(\N)N2C[C@H](c3ccccc3)C(c3ccc(Cl)cc3)=N2)cc1,,,5.112945621949042,
Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)C4(CCN(C)CC4)CO5)cc3)c(C)c2)no1,,,6.0,
COc1ccccc1N1CCN(CCCCOc2ccc3c(C)cc(=O)oc3c2C(C)=O)CC1,,,7.25,
COc1ccc2[nH]cc(CCNCc3ccc(I)cc3)c2c1,,,6.746459793770735,
CC(C)(C)N=C1CC(c2ccc(F)cc2F)=NCCN1,,,7.96,
O=C(CO)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.82,
CCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.421829324897104,
O=C(C[C@H]1CCCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.82,
O=S(=O)(Nc1cc2c(c3ccccc13)OC1(N3CCOCC3)CCCCC21)c1ccccc1,,,4.470092401677683,
COc1cc(CC(C)N)c(OC)cc1CCCc1ccccc1,,,8.0,
C[C@@H]1CN(Cc2ccc(-c3ccc(OC(F)(F)F)cc3F)cc2)C(=O)O1,,,5.508638306165726,
COc1ccccc1N1CCN(CCCON2C(=O)C3C4C(=O)CC(C)(CC4C)C3C2=O)CC1,,,6.19896468496167,
Cn1c(=O)c2c(nc3n2CCCCN3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O,,,6.480666465553454,
O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(Cl)cc3)CC1)C2,,,6.39,
Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O,,,6.900006255485105,
Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3ccccc3)CC2)n(C)c1=O,,,6.376665466328379,
O=[N+]([O-])c1ccc(C(O)C2CCN(CCc3ccccc3)CC2)cc1,,,8.939767386548796,
c1ccc2c(c1)C1c3ccccc3C2C2NC12,,,5.0,
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2cccnc12,,,7.538400667367012,
C[C@@H]1CN(Cc2ccc(-c3ccc(F)cc3F)cc2)C(=O)O1,,,6.490532492556299,
Cc1cc(C)c(OCCOCCN2CCN(Cc3ccccc3)CC2)c(C)c1,,,6.3,
O=C(CC1OCCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.75,
CCn1cc(CN2CCN(c3cccc4[nH]c(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c(=O)[nH]c1=O,,,6.639424054660803,
OCCCNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,,,4.55,
CC(C)(C)N=C1CC(c2cccc(C(F)(F)F)c2)=NCCN1,,,6.29,
CN(C)CCN(C)c1nc2ccc(NC(=O)COc3ccc(C(F)(F)F)cc3)cc2n1C,,,4.45,
CN1[C@H]2CC[C@@H]1C[C@@H](N1CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC1)C2,,,8.925,
N#Cc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(F)cc3)C2)c1,,,6.749859999230369,
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2ncccc2c1,,,7.639424054660803,
COc1cc2c(cc1OCC1CC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,,,6.2375385076750565,
CCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.570932602985605,
CC(=O)OC12C=C(C)C(c3c1c(O)n(CCCCN1CCN(c4ccc(F)cc4)CC1)c3O)C(C)C2,,,6.77,
Cc1cc(OCCCCN2CCN(c3ccccc3F)CC2)c2c(C)cc(=O)oc2c1,,,6.92,
OC(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1,,,5.0,
O=c1ccc(-c2ccc(S(=O)(=O)Nc3cccc4c3CCCC4)s2)n[nH]1,,,4.5710947136620055,
CC(=O)c1c(OCCCN2CCN(c3cc(C)cc(C)c3)CC2)ccc2c(C)cc(=O)oc12,,,7.9,
COC(CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1)OC,,,7.87,
NCC12CCC(c3ccccc31)c1ccccc12,,,6.111169758275841,
O=C1c2ccccc2CCCN1CCN1CCC(n2c(=O)oc3ccccc32)CC1,,,6.009999382482669,
O=C(c1ccc([N+](=O)[O-])cc1)C1CCN(CCc2ccccc2)CC1,,,8.029884374589969,
CC(=O)c1c(OCCCN2CCN(c3ccccc3F)CC2)ccc2c(C)cc(=O)oc12,,,7.57,
COc1ccccc1N1CCN(CCCN2C(=O)C3C4C(C)=CC(OC(C)=O)(CC4C)C3C2=O)CC1,,,5.989925328328033,
Cn1c(=O)c2c(nc3n2CCCC(=O)N3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O,,,6.448334113640352,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4ccc(F)cc34)CC2)CC1)c1ccc(N2CCOCC2)cc1,,,7.65,
CC(=O)c1c(OCCCN2CCN(c3ccccc3Cl)CC2)ccc2c(C)cc(=O)oc12,,,7.66,
Clc1ccc2c(c1)N=C(N1CCN(Cc3ccccc3)CC1)c1cccnc1O2,,,5.9587482910104415,
c1ccc(CNCC2c3ccccc3Cc3ccccc32)cc1,,,6.141374911760192,
COc1ccccc1N1CCN(CCCN2C(=O)CCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,,,5.376666496198016,
O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1,,,8.68,
NC1CC2c3ccccc3C1c1ccccc12,,,5.0,
CN1CCC(N(C)S(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,,,5.6111900000000015,
CN1CCC(N=C2Nc3cc(Cl)ccc3Oc3ncccc32)CC1,,,6.453458668260933,
CCCCCCc1ccc(C(CN)c2ccccc2)cc1,,,6.699656668112006,
Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c2c(C)cc(=O)oc2c1,,,6.78,
O=C(CCO)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1,,,7.61,
COc1ccc2c(c1)CCC1(CCN(CCN3CCNC3=O)CC1)O2,,,6.0110760885779175,
Cn1c(=O)c2c(nc3n(CCCN4CCN(c5ccccc5)CC4)c(=O)ccn23)n(C)c1=O,,,5.330000043728637,
CC1CC2(C)CC(=O)C1C1C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C(=O)C12,,,6.239706034887885,
COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2C(C)=O)CC1,,,8.1,
O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(F)cc3)CC1)C2,,,6.59,
O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,,,8.350665141287859,
CC(=O)c1c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc2c(C)cc(=O)oc12,,,7.52,
NC1c2ccccc2Cc2ccccc21,,,4.900573451624938,
COc1cccc2c1C(CN)c1ccccc1C2,,,5.938763813536196,
CC1CN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCC(c5noc6ccc(F)cc56)CC4)CC3)cc2)CC(C)O1,,,7.0,
O=C1c2ccccc2CCCN1CCN1CCC(N2C(=O)Cc3ccccc32)CC1,,,6.650002050368572,
CC1CC2(C)CC(=O)C1c1c2c(O)n(CCCCN2CCN(c3ccccn3)CC2)c1O,,,6.24,
CC(=O)c1c(OCCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,,,7.04,
COc1cccc(N2CCN(CCCOc3ccc4c(C)cc(=O)oc4c3C(C)=O)CC2)c1,,,7.52,
CC1CC2(C)CC(=O)C1C1C(=O)N(CCCCN3CCN(c4ccc(F)cc4)CC3)C(=O)C12,,,6.990349213527756,
O=C(c1ccc(Cl)cc1)C1CCN(CCN2CCCc3ccccc3C2=O)CC1,,,7.110013180798003,
Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)[nH]n1,,,7.4437,
CC(=O)c1c(OCCCCN2CCN(c3cccc(F)c3)CC2)ccc2c(C)cc(=O)oc12,,,6.4,
CCCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.2420625721637535,
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(CCCCN3CCN(c4ccc(F)cc4)CC3)C(=O)C12,,,6.7698905605192286,
CCC1(N=C2CC(c3ccc(F)cc3)=NCCN2)CCCC1,,,9.1,
Cn1cnc2c1c(=O)n(CCCN1CCN(C(c3ccccc3)c3ccccc3)CC1)c(=O)n2C,,,7.231365110433383,
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(Cl)cc2c1,,,7.378916903200699,
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,7.62,
Nc1nc(-c2ccc(F)cc2)c([C@@H]2CCN(CCCC(=O)c3ccc(F)cc3)C2)s1,,,8.71889959043215,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(Cl)cc1,,,8.57,
CC(=O)c1c(OCCCCN2CCN(c3cc(C)ccc3C)CC2)ccc2c(C)cc(=O)oc12,,,7.33,
CC1(CN)c2ccccc2Cc2ccccc21,,,7.189028881119048,
CC(=O)c1c(OCCCN2CCOCC2)ccc2c(C)cc(=O)oc12,,,5.59,
COc1cccc2c1Cc1ccccc1C2CN,,,6.908859438279254,
CC(=O)c1c(OCCCN2CCN(c3cccc(Br)c3)CC2)ccc2c(C)cc(=O)oc12,,,8.22,
O=C(CC1CCC2(CC1)OCCO2)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,,,8.08,
CCCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,,,6.350332570643928,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(N2CCS(=O)(=O)CC2)cc1,,,8.61,
COc1ccc2[nH]cc(CCNCc3ccc(C)cc3)c2c1,,,7.333581010020352,
