compound_id,target_DRD2_standard_value,target_CHRM2_standard_value,target_HTR2A_standard_value,target_OPRM1_standard_value
O=C1c2ccccc2CCCN1CCCCN1CCN(c2ncccn2)CC1,6.819996293647428,,,
COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ncccn3)CC2)c1,3.027362069138426,,,
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2c1,8.048585830186893,,7.469507027652582,
CCCN(CCCCOc1ccn2nccc2c1)[C@@H]1CCc2c(O)cccc2C1,7.215,,5.8,
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)cc(C(F)(F)F)n1,5.485,,5.15,
CCCN[C@@H]1CCc2c(F)cccc2C1,6.598726757367087,,,
CCCN(C/C=C/I)C1CCc2cccc(O)c2C1,5.9699350715477495,,,
CC(C)(C)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,7.28,,7.99,
OC12C3C4CC5C6C4C1C6C(C53)N2CC1CCCCC1,5.549404521491903,,,
COc1c(C(=O)NCCN2CCN(c3ccccc3)CC2)ccc2ccccc12,5.154967319995248,,,
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,6.305,,,
COc1ccc2c(c1)C[C@H]1c3cc4c(cc3CCN1C2)OCO4,4.47,,4.42,
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,6.699997265815395,,,
COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(Cl)nc2)CC1,6.92148434620249,,,
O=c1[nH]c2ccc(OCCCCN3CCC(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,7.959303657420888,,,
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1,7.959535771613925,,7.659192439725933,
FC(F)(F)c1ccc2c(c1)N(Cc1ccc(CNc3cccc(Oc4ccccc4)c3)cc1)c1ccccc1S2,4.55,,4.65,
COc1ccc2c(c1)CCN1CCc3ccccc3C21,5.0,,,
CCCN(CCC)C1CCc2[nH]ncc2C1,6.287151671801897,,,
Cc1ccc(C2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1C,5.918786849569613,,,
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCC5)CC3)cc21,10.240090574439016,,7.997839313108679,
FC(F)(F)c1cccc(N2CCN(CCCCNc3ccc4ccccc4n3)CC2)c1,8.798626672448027,,,
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(NC(=O)C4CC4)c3CC[C@@H]21,5.670065159278643,,,
Cn1c(=O)c2c(nc3n(CCCCCN4CCN(c5ccc(Cl)cc5)CC4)ccn23)n(C)c1=O,6.588350117959374,,,
CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,6.27,,8.28,
Fc1ccc2c(c1)CCC1(CCN(C3CCc4ccccc4C3)CC1)O2,5.7449091649655655,,7.0207587982370505,
c1ccc(CN2CCC(n3nnnc3-c3ccccc3)CC2)cc1,5.7447274948966935,,,
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2)cc1,5.0,,5.4999996786570655,
COc1ccccc1N1CCN(CCCCCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,8.492700600432437,,,
CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(OC)cc2)CC1,6.619327652475044,,6.774896906091379,
Cc1cc2c[nH]c(O)c2cc1OCCCN1CCN(c2cccc3ccccc23)CC1,7.66154,,7.25259,
Cc1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)cn1,5.041672831162827,,,
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2cc(O)c(O)cc2C1,7.152028224993392,,,
CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,7.4949500072266995,,,
O=C(NCCCc1ccccc1)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,7.389072047760089,,,
COc1c(C(C)=O)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,5.528594578641248,,,
FC(F)(F)c1ccc2c(c1)N(CCCNc1nccs1)c1ccccc1S2,5.6,,5.6,
COc1cccc2[nH]cc(CN3CCC(n4c(O)nc5ccccc54)CC3)c12,7.6326399999999985,,,
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3oc2=O)CC1,7.37231988469966,,,
OC1(c2cccc(Cl)c2Cl)CCN(Cc2c[nH]c3ccccc23)CC1,7.582239830887238,,,
Cc1ccc2c(c1)N(C(=O)CN1CCN(Cc3ccc(Cl)cc3)CC1)C(C)(C)CC2C,5.715114572403826,,,
Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,6.286739623844897,,,
O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccccc1,6.62,,7.15,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)C1CCOCC1,6.14,,7.89,
O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccn3)CC2)CC1)c1ccccc1,8.31,,,
c1ccc(-c2nc3ccc(CCN4CCN(c5ccccc5)CC4)cc3[nH]2)cc1,7.5000390672019055,,6.1199993058391176,
O=C1N(CCN2CCC(c3ccc(Cl)cc3)CC2)CCN1c1cccc(Cl)c1,6.599999218024014,,,
COc1ccccc1N1CCN(CCOCCOc2c(C)cccc2C)CC1,6.66,,6.58,
COc1ccccc1N1CCN(CCCCN2C(=O)Cc3ccccc32)CC1,6.466544735914072,,,
Clc1ccccc1N1CCN(Cc2nc3ncccc3[nH]2)CC1,5.0,,,
COc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,7.91,,,
CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccc(C(F)(F)F)cc3)cc21,6.85105,,,
O=C1C(c2ccccc2)CCCN1CCc1c[nH]c2ccccc12,5.0,,,
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCCCOCCCCc2ccccc2)C1,6.91,,,
Nc1nc2cc3c(cc2s1)CCN(Cc1ncon1)CC3,5.300686665221327,,,
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12,6.0,,8.02151879823705,
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NCCS(=O)(=O)C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,6.940815382368629,,,
CC1CCc2cc(F)ccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,5.651215675183121,,,
O=C1CC2(CCN(CCc3ccccc3)CC2)OCC1c1ccc(F)cc1,5.818436189727468,,,
CCCN1CCO[C@@H]2c3cc(C(=O)O)ccc3CC[C@H]21,5.041672831162827,,,
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,6.13,,,
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,9.048585830186893,,8.822606246981437,
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccc(OC)cc2)C1,6.0,,,
C1=C(CN2CCOCC2)COc2c1cccc2OC[C@H]1CNCCO1,5.0,,,
CN1CCN(C2Cc3ccccc3Sc3ccc(C#N)cc32)CC1,8.852580654773922,,,
O=C(NCC[C@H](F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,5.601373330442654,,,
CO[C@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.17,,8.15,
COc1ccc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1,5.301029995663981,,,
Oc1nc2ccccc2n1C1CCN(C2CCN(Cc3ccccc3Cl)CC2)CC1,5.69,,,
C#Cc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,7.023629560271881,,,
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,6.756218083906203,,,
Cc1nc(-c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCC(c5coc6ccccc56)CC4)CC3)cc2)no1,6.64,,7.82,
O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1CCS(=O)(=O)C1,7.23,,8.37,
CCCN[C@@H]1CCc2c(cccc2CS(=O)(=O)C(F)(F)F)C1,5.420216403383192,,,
O=C(/C=C/c1cnc2ccccc2c1)NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1,6.499998465974152,,,
CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.6,,7.62,
COc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3)CC2)cc(Br)c2ccccc12,6.151014891660059,,,
Cc1ccc2c3c1-c1c(ccc(O)c1O)C[C@H]3N(C)CC2,7.610012080059008,,,
COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,7.552724067002299,,,
CN1CCOc2cc(O)ccc2Cc2ccccc2CC1,6.561499812393204,,,
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CCCC)C[C@@H](O)[C@H](C)[C@@H]1O,5.300686665221327,,,
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,5.590022292222903,,,
CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,6.699997265815395,,,
O=C(CCC(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.9,,7.53,
c1ccc(CNCCOc2cccc3[nH]ccc23)cc1,7.089082232109559,,,
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,7.238286003218531,,8.020453549680838,
CN(CCc1ccccc1OC(F)(F)F)CCN1CCCCC1,6.838549048071855,,,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCCOC1,7.43,,8.33,
CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.3,,8.1,
CNc1nc(Cl)c(Sc2ccccc2)c(N2CCN(C)CC2)n1,6.72861405024544,,,
CC(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,7.4,,8.24,
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,6.92,,8.48,
Clc1ccc(N2CCN(CCCCCc3nc4ccccc4o3)CC2)cc1,5.509172996623708,,,
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)C[S+]([O-])C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,6.827970096137488,,,
[N-]=[N+]=NCCSSCCn1cc(C(=O)CCCN2CCC(O)(c3ccc(Cl)cc3)CC2)nn1,6.715,,,
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(N)cccc3Cl)c3ccccc32)CC1,6.3030127745032685,,9.048585830186893,
O=C(CCCN1CCC2(CC1)C(=O)N(CCc1ccc(Nc3ccc([N+](=O)[O-])c4nonc34)cc1)CN2c1ccccc1)c1ccc(F)cc1,9.180152021486045,,,
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,6.543633966870957,,,
O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCC(=O)N5)CC3)cc2N1,9.115,,6.37,
CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]1CCc2c(O)cccc2C1,8.825,,5.64,
Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,4.580051862704496,,,
Fc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,7.5999901824674225,,,
N#Cc1cccc(N2CCNCC2)c1,5.31,,,
c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4cccnc4)CC3)CC2)nc1,7.6,,,
COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2cccc(Cl)c2)CC1,7.699656668112006,,,
COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,8.399313336224012,,,
CC(C)(O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.12,,7.65,
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21,6.700003544679452,,8.351868056088852,
CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccccc3)cc21,6.35082,,,
COc1ccc2[nH]cc(CN3[C@H]4CC[C@@H]3CC(O)(c3ccc(Cl)cc3)C4)c2c1,7.4045,,,
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccncc1,5.64,,,
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1,7.409645130991168,,7.822606246981442,
O=C(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccccc1,6.39999845668613,,,
CC1CCN(C(=O)c2ccccc2)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.798626672448026,,9.213113388329743,
COc1ccccc1N1CCN(CCOc2ccc3nc[nH]c3c2)CC1,7.899876484960813,,,
O=C(NC1CCC(CCN2CCc3ccccc3C2)CC1)Oc1ccccc1,6.04,,,
COc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1,5.5695454119470025,,,
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc3ncccc23)CC1,6.98,,,
O=S(=O)(c1cccc2cnccc12)N1CCC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1,9.52,,7.82,
CC(C)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.67,,7.51,
CCCN1CCC[C@@H](c2cccc(S(C)(=O)=O)c2)C1,6.163225972524675,,,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,6.23,,7.73,
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc4ccccc4n3)c3ccccc32)CC1,6.030700106339553,,,
O=C(Cc1noc2ccccc12)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,6.61,,8.09,
CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(C(=O)NCCCCN5CCN(c6ccccc6OC)CC5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,7.685402767487424,,,
O=C(Cc1cccnc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,7.159130253463148,,,
O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cc2)CC1,5.990324752637697,,6.388543386817237,
CN1C2CCC1CC(OC1c3ccccc3Cc3ccccc31)C2,6.170876908982057,,,
CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2c(O)cccc2C1,7.940859495694253,,,
CCCN(CCc1cccs1)[C@@H]1CCc2ccc(OC)cc2C1,6.25987910350192,,,
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,8.565570992833612,,,
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCc1cn(CCCCCCCCN(C)CCCCCNC(=O)COc2cccc(C#Cc3csc(C)n3)c2)nn1,6.93,,,
CC(C)CN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4,5.300000101222709,,,
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4CCOC5)CC3)cc12,7.94,,7.95078,
COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,6.208965397965553,,,
Nc1nc(-c2ccc(Cl)cc2)cc(C2CCN(Cc3ccccc3)CC2)n1,8.068500516252142,,,
[O-][S+](CCCN1CCC(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.000434729356314,,6.651823512774682,
COc1cccc(CCc2ccccc2OCCCCCN2CCc3cc(OC)c(OC)cc3C2)c1,3.0,,,
N#CC(C#N)=Cc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c[nH]1,5.083479239368439,,,
O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1,7.559173410311849,,,
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(N2CCCCC2)cc1,5.64,,6.86,
CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.48,,7.45,
COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,7.799534291893183,,,
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccnc1,9.07,,9.54,
O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(F)cc1,6.62,,7.41,
COc1ccccc1NC1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,5.640361326626338,,,
Cc1cccc(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,7.798626672448026,,8.431199425311002,
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,8.853871964321762,,9.36745763623652,
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2nc(N3CCCC3)sc21,4.63,,6.5499991232756045,
Cc1cccc(N2CCN(CCCCNC(=O)c3ccccc3)CC2)n1,6.0,,7.080460953811962,
CCCN1CCc2nn3ccccc3c2C1,6.805721468612593,,,
Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,7.54,,6.7,
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,8.627641061841826,,,4.0333
COc1ccc(N2CCN(CC[C@H]3OCCc4cc(C(N)=O)ccc43)CC2)cc1,6.411137565109415,,6.659192439725933,
CCCN(CCC)[C@@H]1Cc2cccc(O)c2C[C@H]1C,7.851290654773918,,,
O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1,7.151206961002867,,,
CCCN1CCO[C@@H]2c3cc(C(=O)NC)ccc3CC[C@H]21,5.100000042778065,,,
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.551420984328891,,,
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4CCO5)CC3)cc12,8.681939999999999,,7.2724600000000015,
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(C)c(O)c1-3,6.60126688430142,,,
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ccn(C)n4)cc23)CC1,6.798626672448026,,,
CCCN1CCOC2=C1C=S(O)C1=C2CC(=O)CC1,6.71,,,
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccc(C(F)(F)F)cc2)C1,6.0,,,
COc1cccc(N2CCN(CCOc3ccc4nc(S)[nH]c4c3)CC2)c1,7.87943,,,
COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CN1CCC(Nc2ccccc2)(C(N)=O)CC1)O3,6.411168274405793,,,
CCN1[C@H](c2ccccc2)CC[C@@H]1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,6.7999990672967,,,
O=C(CC1CCC1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.52,,7.35,
Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cccnc1,6.133333333333333,,,
Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1ccc(-c2ccccc2)cc1,5.290000108388868,,7.280002057877464,
COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccc(F)cc4OC(C)C)CC3)CC2)cc1OC,6.98,,,
CCN1CCCC1CNc1nncc2ccc(OC)c(OC)c12,8.409645130991168,,,
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,6.115,,,
Cn1c(=O)c2c(nc3n(CCCCCN4CCN(c5ccccc5O)CC4)c(=O)ccn23)n(C)c1=O,6.469260541478873,,,
OC(CCn1cc(-c2ccc3[nH]ccc3c2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1,6.018186856437732,,,
O=C1c2ccccc2CCCN1CCCCN1CCN(c2ccccn2)CC1,6.639997955923634,,,
CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.59,,7.62,
COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,5.0,,5.0,
COc1cccc2cc(C(=O)NCCCCN3CCN(c4n[nH]c5ccccc45)CC3)oc12,7.248591784405862,,,
CCCN[C@H]1CCc2cccc(CS(=O)(=O)C(F)(F)F)c2C1,6.701797549264307,,,
CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.64,,7.68,
c1ccc(CCCOCC2CCN(Cc3ccccc3)CC2)cc1,6.258830078423856,,,
NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccccc2)CC1,7.021138197355577,,,
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(F)cc2)CC1,6.957107648104877,,,
COc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,5.808958467215179,,,
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4c(F)cccc4F)C3C2)n1C,6.3,,,
FC1(F)Oc2cccc(CN3CCN(C4=Nc5cc(Cl)ccc5Nc5ccccc54)CC3)c2O1,8.098970004336019,,,
OC1(c2ccc(Cl)cc2)CCN(Cc2cc3ccccc3[nH]2)CC1,5.0,,,
CCCN1CCc2cc(Cl)c(O)cc2[C@@H]1c1ccccc1,5.72000008181946,,,
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,8.85,,4.94,
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,8.221232916538787,,8.610554638545155,
CCCN[C@H]1CCc2c(cccc2CS(=O)(=O)C(F)(F)F)C1,7.499945726756942,,,
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,4.9,,,
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8.224808179036899,6.096910013008058,7.6622871365259,6.43
c1c2c(cc3c1OCO3)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,6.62,,,
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12,8.500156458690798,,7.799985366723115,
O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc2ccccc2c1,5.81,,,
CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,6.039210221443327,,,
CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@]3(C)O,7.585008884009727,,,
O=S(=O)(c1ccc(F)cc1)N(CC1CC1)C1CCN(CCOc2ccccc2-c2ccccc2)CC1,7.43,,7.16,
COc1ccccc1N1CCN(CCCCOc2ccn3nc(C#N)cc3c2)CC1,7.92,,6.39,
Cn1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)n1,6.458643985216575,,,
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)nnc1-c1cccnc1,6.3450000000000015,,,
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C,7.100011812483536,,,
COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)CC1,6.06,,,
COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3CN1CC2)OCO4,7.494900007226697,,5.0,
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](CCCCNC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,7.408356966489771,,,
COCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,6.66,,8.66,
O=C(NCCN1CCN(c2ccccc2)CC1)c1cc(Br)c2ccccc2c1O,5.0,,,
Cc1ccc(C2CN(CCCSc3nnc(-c4ccc(-c5noc(C)n5)cc4)n3C)CCO2)cc1,4.6,,,
CCOc1ccccc1N1CCN(CCCCc2cc(-c3ccc(OC)c(OC)c3)no2)CC1,6.92148434620249,,,
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,6.741547141710273,,9.0,
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4cc(Br)ccc43)C2)n1C,6.900006255485105,,,
Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,4.73,,5.6615400000000005,
c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,6.1912733420053705,,,
OC1(c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H](C1)N2Cc1c[nH]c2ccccc12,7.45223,,,
CNC(=O)c1ccc2c(c1)CCO[C@@H]2CCN1CCN(c2ccc(OC)cc2)CC1,6.800447637681859,,6.230700794660637,
COc1cc2c(cc1O)[C@@H]1Cc3sc(CCC(C)C)cc3CN1CC2,7.099707206675018,,,
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cncnc1,5.9,,,
